candidate,request_id,currency,min_balance,min_date,predicted_safe,true_safe,safe_error,predicted_earliest,true_earliest,date_match
median,request_11,IDR,46262175.11,2025-05-14,12121575.11,12510645.0,-389069.89,2025-05-15,2025-07-15,False
median,request_12,ZAR,101972.08,2026-07-01,58772.08,65164.0,-6391.92,,2026-04-05,False
median,request_13,EUR,1793.9,2024-05-14,493.9,433.4,60.5,,2024-05-15,False
median,request_14,EUR,2828.22,2025-08-14,628.22,597.74,30.48,,,True
median,request_15,EUR,1206.54,2026-01-14,6.54,83.05,-76.51,,,True
median,request_16,INR,262400.97,2023-09-14,122500.0,122500.0,0.0,2023-08-12,2023-08-12,True
median,request_17,INR,409854.81,2026-03-14,243754.81,243849.58,-94.77,2026-03-15,2026-03-15,True
median,request_18,EUR,1951.03,2026-07-14,551.03,462.0,89.03,2026-09-15,2026-09-15,True
median,request_19,INR,118209.46,2024-09-14,25409.46,28820.0,-3410.54,2024-09-15,2024-09-15,True
median,request_20,INR,73245.27,2026-02-13,8745.27,5400.0,3345.27,,,True
median,request_21,USD,3475.58,2026-04-12,1574.4,1543.35,31.05,2026-04-03,2026-04-15,False
median,request_22,EUR,965.27,2024-12-14,465.27,475.46,-10.19,2025-01-15,2025-01-15,True
median,request_23,ZAR,35406.78,2025-05-14,8406.78,9152.0,-745.22,2025-07-15,2025-07-15,True
median,request_24,INR,64591.52,2026-01-13,13591.52,13420.0,171.52,,,True
median,request_25,IDR,23693592.35,2024-03-14,314492.35,1425000.0,-1110507.65,,,True
recent2,request_01,ZAR,48188.27,2024-03-13,25256.0,25256.0,0.0,2024-03-03,2024-03-03,True
recent2,request_02,IDR,47204128.38,2025-08-13,18045728.38,17229139.2,816589.18,2025-09-15,2025-09-15,True
recent2,request_03,IDR,3602815.69,2019-09-14,934115.69,873000.0,61115.69,2019-11-15,2019-11-15,True
recent2,request_04,IDR,41082207.84,2024-06-13,10395607.84,8401800.0,1993807.84,2024-06-15,2024-06-15,True
recent2,request_05,ZAR,8969.13,2026-02-03,0,737.0,-737.0,,,True
recent2,request_06,EUR,1315.2,2026-01-13,515.2,603.3,-88.1,2026-02-15,2026-01-15,False
recent2,request_07,INR,180043.19,2024-09-20,87043.19,87170.56,-127.37,2024-10-23,2024-10-23,True
recent2,request_08,EUR,1077.66,2025-02-13,277.66,284.57,-6.91,,2025-04-15,False
recent2,request_09,EUR,831.52,2026-09-25,166.61,166.61,0.0,2026-07-04,2026-07-04,True
recent2,request_10,INR,224676.02,2025-03-03,0,12700.0,-12700.0,,,True
recent2,request_11,IDR,46600999.26,2025-05-14,12460399.26,12510645.0,-50245.74,2025-05-15,2025-07-15,False
recent2,request_12,ZAR,103386.94,2026-07-01,60186.94,65164.0,-4977.06,,2026-04-05,False
recent2,request_13,EUR,1974.28,2024-05-14,674.28,433.4,240.88,,2024-05-15,False
recent2,request_14,EUR,2818.11,2025-08-14,618.11,597.74,20.37,,,True
recent2,request_15,EUR,1214.26,2026-01-14,14.26,83.05,-68.79,,,True
recent2,request_16,INR,253486.91,2023-10-13,122500.0,122500.0,0.0,2023-08-12,2023-08-12,True
recent2,request_17,INR,409880.91,2026-03-14,243780.91,243849.58,-68.67,2026-03-15,2026-03-15,True
recent2,request_18,EUR,1933.09,2026-07-14,533.09,462.0,71.09,2026-09-15,2026-09-15,True
recent2,request_19,INR,119440.28,2024-09-14,26640.28,28820.0,-2179.72,2024-09-15,2024-09-15,True
recent2,request_20,INR,72200.84,2026-02-13,7700.84,5400.0,2300.84,,,True
recent2,request_21,USD,3468.53,2026-04-12,1574.4,1543.35,31.05,2026-04-03,2026-04-15,False
recent2,request_22,EUR,963.34,2024-12-14,463.34,475.46,-12.12,2025-01-15,2025-01-15,True
recent2,request_23,ZAR,36132.8,2025-05-14,9132.8,9152.0,-19.2,2025-07-15,2025-07-15,True
recent2,request_24,INR,64287.09,2026-01-13,13287.09,13420.0,-132.91,,,True
recent2,request_25,IDR,23855840.53,2024-03-14,476740.53,1425000.0,-948259.47,,,True
recent3,request_01,ZAR,48123.04,2024-03-13,25256.0,25256.0,0.0,2024-03-03,2024-03-03,True
recent3,request_02,IDR,47328961.94,2025-08-13,18170561.94,17229139.2,941422.74,2025-09-15,2025-09-15,True
recent3,request_03,IDR,3608472.14,2019-09-14,939772.14,873000.0,66772.14,2019-11-15,2019-11-15,True
recent3,request_04,IDR,41254511.36,2024-06-13,10567911.36,8401800.0,2166111.36,2024-06-15,2024-06-15,True
recent3,request_05,ZAR,8941.72,2026-02-03,0,737.0,-737.0,,,True
recent3,request_06,EUR,1327.52,2026-01-13,527.52,603.3,-75.78,2026-01-15,2026-01-15,True
recent3,request_07,INR,179219.65,2024-09-20,86219.65,87170.56,-950.91,2024-10-23,2024-10-23,True
recent3,request_08,EUR,1082.06,2025-02-13,282.06,284.57,-2.51,,2025-04-15,False
recent3,request_09,EUR,794.7,2026-09-25,166.61,166.61,0.0,2026-07-04,2026-07-04,True
recent3,request_10,INR,229515.56,2025-03-03,4115.56,12700.0,-8584.44,,,True
recent3,request_11,IDR,46551684.35,2025-05-14,12411084.35,12510645.0,-99560.65,2025-05-15,2025-07-15,False
recent3,request_12,ZAR,102815.74,2026-07-01,59615.74,65164.0,-5548.26,,2026-04-05,False
recent3,request_13,EUR,1868.5,2024-05-14,568.5,433.4,135.1,,2024-05-15,False
recent3,request_14,EUR,2819.02,2025-08-14,619.02,597.74,21.28,,,True
recent3,request_15,EUR,1214.17,2026-01-14,14.17,83.05,-68.88,,,True
recent3,request_16,INR,253595.38,2023-10-13,122500.0,122500.0,0.0,2023-08-12,2023-08-12,True
recent3,request_17,INR,409299.23,2026-03-14,243199.23,243849.58,-650.35,2026-04-15,2026-03-15,False
recent3,request_18,EUR,1933.39,2026-07-14,533.39,462.0,71.39,2026-09-15,2026-09-15,True
recent3,request_19,INR,118986.38,2024-09-14,26186.38,28820.0,-2633.62,2024-09-15,2024-09-15,True
recent3,request_20,INR,72666.38,2026-02-13,8166.38,5400.0,2766.38,,,True
recent3,request_21,USD,3475.04,2026-04-12,1574.4,1543.35,31.05,2026-04-03,2026-04-15,False
recent3,request_22,EUR,967.5,2024-12-14,467.5,475.46,-7.96,2025-01-15,2025-01-15,True
recent3,request_23,ZAR,35806.9,2025-05-14,8806.9,9152.0,-345.1,2025-07-15,2025-07-15,True
recent3,request_24,INR,64129.44,2026-01-13,13129.44,13420.0,-290.56,,,True
recent3,request_25,IDR,23733557.93,2024-03-14,354457.93,1425000.0,-1070542.07,,,True
recent4,request_01,ZAR,48171.84,2024-03-13,25256.0,25256.0,0.0,2024-03-03,2024-03-03,True
recent4,request_02,IDR,47309875.66,2025-08-13,18151475.66,17229139.2,922336.46,2025-09-15,2025-09-15,True
recent4,request_03,IDR,3599405.14,2019-09-14,930705.14,873000.0,57705.14,2019-11-15,2019-11-15,True
recent4,request_04,IDR,41325300.66,2024-06-13,10638700.66,8401800.0,2236900.66,2024-06-15,2024-06-15,True
recent4,request_05,ZAR,8761.49,2026-02-03,0,737.0,-737.0,,,True
recent4,request_06,EUR,1325.55,2026-01-13,525.55,603.3,-77.75,2026-01-15,2026-01-15,True
recent4,request_07,INR,179717.45,2024-09-20,86717.45,87170.56,-453.11,2024-10-23,2024-10-23,True
recent4,request_08,EUR,1087.6,2025-02-13,287.6,284.57,3.03,,2025-04-15,False
recent4,request_09,EUR,805.52,2026-09-25,166.61,166.61,0.0,2026-07-04,2026-07-04,True
recent4,request_10,INR,217677.33,2025-03-03,0,12700.0,-12700.0,,,True
recent4,request_11,IDR,46432044.36,2025-05-14,12291444.36,12510645.0,-219200.64,2025-05-15,2025-07-15,False
recent4,request_12,ZAR,101601.83,2026-07-01,58401.83,65164.0,-6762.17,,2026-04-05,False
recent4,request_13,EUR,1871.43,2024-05-14,571.43,433.4,138.03,,2024-05-15,False
recent4,request_14,EUR,2814.59,2025-08-14,614.59,597.74,16.85,,,True
recent4,request_15,EUR,1202.59,2026-01-14,2.59,83.05,-80.46,,,True
recent4,request_16,INR,256510.36,2023-09-14,122500.0,122500.0,0.0,2023-08-12,2023-08-12,True
recent4,request_17,INR,407693.31,2026-03-14,241593.31,243849.58,-2256.27,2026-04-15,2026-03-15,False
recent4,request_18,EUR,1947.99,2026-07-14,547.99,462.0,85.99,2026-09-15,2026-09-15,True
recent4,request_19,INR,117937.54,2024-09-14,25137.54,28820.0,-3682.46,2024-09-15,2024-09-15,True
recent4,request_20,INR,72637.23,2026-02-13,8137.23,5400.0,2737.23,,,True
recent4,request_21,USD,3478.66,2026-04-12,1574.4,1543.35,31.05,2026-04-03,2026-04-15,False
recent4,request_22,EUR,965.79,2024-12-14,465.79,475.46,-9.67,2025-01-15,2025-01-15,True
recent4,request_23,ZAR,35719.02,2025-05-14,8719.02,9152.0,-432.98,2025-07-15,2025-07-15,True
recent4,request_24,INR,64381.99,2026-01-13,13381.99,13420.0,-38.01,,,True
recent4,request_25,IDR,23773874.43,2024-03-14,394774.43,1425000.0,-1030225.57,,,True
recent5,request_01,ZAR,48246.75,2024-03-13,25256.0,25256.0,0.0,2024-03-03,2024-03-03,True
recent5,request_02,IDR,47227984.88,2025-08-13,18069584.88,17229139.2,840445.68,2025-09-15,2025-09-15,True
recent5,request_03,IDR,3611183.15,2019-09-14,942483.15,873000.0,69483.15,2019-11-15,2019-11-15,True
recent5,request_04,IDR,41284145.71,2024-06-13,10597545.71,8401800.0,2195745.71,2024-06-15,2024-06-15,True
recent5,request_05,ZAR,8379.21,2026-02-03,0,737.0,-737.0,,,True
recent5,request_06,EUR,1324.55,2026-01-13,524.55,603.3,-78.75,2026-01-15,2026-01-15,True
recent5,request_07,INR,179761.86,2024-09-20,86761.86,87170.56,-408.7,2024-10-23,2024-10-23,True
recent5,request_08,EUR,1089.32,2025-02-13,289.32,284.57,4.75,,2025-04-15,False
recent5,request_09,EUR,833.46,2026-09-25,166.61,166.61,0.0,2026-07-04,2026-07-04,True
recent5,request_10,INR,207279.26,2025-03-03,0,12700.0,-12700.0,,,True
recent5,request_11,IDR,46519205.15,2025-05-14,12378605.15,12510645.0,-132039.85,2025-05-15,2025-07-15,False
recent5,request_12,ZAR,101447.7,2026-07-01,58247.7,65164.0,-6916.3,,2026-04-05,False
recent5,request_13,EUR,1908.47,2024-05-14,608.47,433.4,175.07,,2024-05-15,False
recent5,request_14,EUR,2815.3,2025-08-14,615.3,597.74,17.56,,,True
recent5,request_15,EUR,1204.7,2026-01-14,4.7,83.05,-78.35,,,True
recent5,request_16,INR,257627.66,2023-09-14,122500.0,122500.0,0.0,2023-08-12,2023-08-12,True
recent5,request_17,INR,408239.81,2026-03-14,242139.81,243849.58,-1709.77,2026-04-15,2026-03-15,False
recent5,request_18,EUR,1947.76,2026-07-14,547.76,462.0,85.76,2026-09-15,2026-09-15,True
recent5,request_19,INR,118279.31,2024-09-14,25479.31,28820.0,-3340.69,2024-09-15,2024-09-15,True
recent5,request_20,INR,72971.2,2026-02-13,8471.2,5400.0,3071.2,,,True
recent5,request_21,USD,3475.15,2026-04-12,1574.4,1543.35,31.05,2026-04-03,2026-04-15,False
recent5,request_22,EUR,963.85,2024-12-14,463.85,475.46,-11.61,2025-01-15,2025-01-15,True
recent5,request_23,ZAR,35731.85,2025-05-14,8731.85,9152.0,-420.15,2025-07-15,2025-07-15,True
recent5,request_24,INR,64599.65,2026-01-13,13599.65,13420.0,179.65,,,True
recent5,request_25,IDR,23668696.15,2024-03-14,289596.15,1425000.0,-1135403.85,,,True
recent6,request_01,ZAR,48271.75,2024-03-13,25256.0,25256.0,0.0,2024-03-03,2024-03-03,True
recent6,request_02,IDR,47203806.26,2025-08-13,18045406.26,17229139.2,816267.06,2025-09-15,2025-09-15,True
recent6,request_03,IDR,3622653.89,2019-09-14,953953.89,873000.0,80953.89,2019-11-15,2019-11-15,True
recent6,request_04,IDR,41234924.44,2024-06-13,10548324.44,8401800.0,2146524.44,2024-06-15,2024-06-15,True
recent6,request_05,ZAR,8849.18,2026-02-03,0,737.0,-737.0,,,True
recent6,request_06,EUR,1321.87,2026-01-13,521.87,603.3,-81.43,2026-01-15,2026-01-15,True
recent6,request_07,INR,179487.3,2024-09-20,86487.3,87170.56,-683.26,2024-10-23,2024-10-23,True
recent6,request_08,EUR,1091.73,2025-02-13,291.73,284.57,7.16,,2025-04-15,False
recent6,request_09,EUR,817.84,2026-09-25,166.61,166.61,0.0,2026-07-04,2026-07-04,True
recent6,request_10,INR,204008.27,2025-03-03,0,12700.0,-12700.0,,,True
recent6,request_11,IDR,46396200.49,2025-05-14,12255600.49,12510645.0,-255044.51,2025-05-15,2025-07-15,False
recent6,request_12,ZAR,102554.43,2026-07-01,59354.43,65164.0,-5809.57,,2026-04-05,False
recent6,request_13,EUR,1849.49,2024-05-14,549.49,433.4,116.09,,2024-05-15,False
recent6,request_14,EUR,2809.59,2025-08-14,609.59,597.74,11.85,,,True
recent6,request_15,EUR,1207.84,2026-01-14,7.84,83.05,-75.21,,,True
recent6,request_16,INR,258566.12,2023-09-14,122500.0,122500.0,0.0,2023-08-12,2023-08-12,True
recent6,request_17,INR,408334.35,2026-03-14,242234.35,243849.58,-1615.23,2026-04-15,2026-03-15,False
recent6,request_18,EUR,1948.45,2026-07-14,548.45,462.0,86.45,2026-09-15,2026-09-15,True
recent6,request_19,INR,118140.32,2024-09-14,25340.32,28820.0,-3479.68,2024-09-15,2024-09-15,True
recent6,request_20,INR,72843.76,2026-02-13,8343.76,5400.0,2943.76,,,True
recent6,request_21,USD,3474.43,2026-04-12,1574.4,1543.35,31.05,2026-04-03,2026-04-15,False
recent6,request_22,EUR,962.36,2024-12-14,462.36,475.46,-13.1,2025-01-15,2025-01-15,True
recent6,request_23,ZAR,35678.45,2025-05-14,8678.45,9152.0,-473.55,2025-07-15,2025-07-15,True
recent6,request_24,INR,64619.79,2026-01-13,13619.79,13420.0,199.79,,,True
recent6,request_25,IDR,23735556.81,2024-03-14,356456.81,1425000.0,-1068543.19,,,True
recent8,request_01,ZAR,48272.61,2024-03-13,25256.0,25256.0,0.0,2024-03-03,2024-03-03,True
recent8,request_02,IDR,47293838.65,2025-08-13,18135438.65,17229139.2,906299.45,2025-09-15,2025-09-15,True
recent8,request_03,IDR,3637264.55,2019-09-14,968564.55,873000.0,95564.55,2019-11-15,2019-11-15,True
recent8,request_04,IDR,41258366.11,2024-06-13,10571766.11,8401800.0,2169966.11,2024-06-15,2024-06-15,True
recent8,request_05,ZAR,8983.52,2026-02-03,0,737.0,-737.0,,,True
recent8,request_06,EUR,1323.51,2026-01-13,523.51,603.3,-79.79,2026-01-15,2026-01-15,True
recent8,request_07,INR,179501.41,2024-09-20,86501.41,87170.56,-669.15,2024-10-23,2024-10-23,True
recent8,request_08,EUR,1090.13,2025-02-13,290.13,284.57,5.56,,2025-04-15,False
recent8,request_09,EUR,833.57,2026-09-25,166.61,166.61,0.0,2026-07-04,2026-07-04,True
recent8,request_10,INR,196847.9,2025-03-03,0,12700.0,-12700.0,,,True
recent8,request_11,IDR,46384319.43,2025-05-14,12243719.43,12510645.0,-266925.57,2025-05-15,2025-07-15,False
recent8,request_12,ZAR,103995.74,2026-07-01,60795.74,65164.0,-4368.26,,2026-04-05,False
recent8,request_13,EUR,1816.68,2024-05-14,516.68,433.4,83.28,,2024-05-15,False
recent8,request_14,EUR,2813.64,2025-08-14,613.64,597.74,15.9,,,True
recent8,request_15,EUR,1210.95,2026-01-14,10.95,83.05,-72.1,,,True
recent8,request_16,INR,261207.34,2023-09-14,122500.0,122500.0,0.0,2023-08-12,2023-08-12,True
recent8,request_17,INR,407890.87,2026-03-14,241790.87,243849.58,-2058.71,2026-04-15,2026-03-15,False
recent8,request_18,EUR,1944.87,2026-07-14,544.87,462.0,82.87,2026-09-15,2026-09-15,True
recent8,request_19,INR,118210.07,2024-09-14,25410.07,28820.0,-3409.93,2024-09-15,2024-09-15,True
recent8,request_20,INR,73089.54,2026-02-13,8589.54,5400.0,3189.54,,,True
recent8,request_21,USD,3476.87,2026-04-12,1574.4,1543.35,31.05,2026-04-03,2026-04-15,False
recent8,request_22,EUR,963.18,2024-12-14,463.18,475.46,-12.28,2025-01-15,2025-01-15,True
recent8,request_23,ZAR,35603.33,2025-05-14,8603.33,9152.0,-548.67,2025-07-15,2025-07-15,True
recent8,request_24,INR,64732.48,2026-01-13,13732.48,13420.0,312.48,,,True
recent8,request_25,IDR,23724707.12,2024-03-14,345607.12,1425000.0,-1079392.88,,,True
recent90,request_01,ZAR,48244.96,2024-03-13,25256.0,25256.0,0.0,2024-03-03,2024-03-03,True
recent90,request_02,IDR,47392140.24,2025-08-13,18233740.24,17229139.2,1004601.04,2025-09-15,2025-09-15,True
recent90,request_03,IDR,3636906.69,2019-09-14,968206.69,873000.0,95206.69,2019-11-15,2019-11-15,True
recent90,request_04,IDR,41333107.44,2024-06-13,10646507.44,8401800.0,2244707.44,2024-06-15,2024-06-15,True
recent90,request_05,ZAR,8574.26,2026-02-03,0,737.0,-737.0,,,True
recent90,request_06,EUR,1325.52,2026-01-13,525.52,603.3,-77.78,2026-01-15,2026-01-15,True
recent90,request_07,INR,179644.2,2024-09-20,86644.2,87170.56,-526.36,2024-10-23,2024-10-23,True
recent90,request_08,EUR,1087.13,2025-02-13,287.13,284.57,2.56,,2025-04-15,False
recent90,request_09,EUR,844.86,2026-09-25,166.61,166.61,0.0,2026-07-04,2026-07-04,True
recent90,request_10,INR,196885.21,2025-03-03,0,12700.0,-12700.0,,,True
recent90,request_11,IDR,46608887.02,2025-05-14,12468287.02,12510645.0,-42357.98,2025-05-15,2025-07-15,False
recent90,request_12,ZAR,103685.82,2026-07-01,60485.82,65164.0,-4678.18,,2026-04-05,False
recent90,request_13,EUR,1852.89,2024-05-14,552.89,433.4,119.49,,2024-05-15,False
recent90,request_14,EUR,2814.17,2025-08-14,614.17,597.74,16.43,,,True
recent90,request_15,EUR,1209.66,2026-01-14,9.66,83.05,-73.39,,,True
recent90,request_16,INR,261830.63,2023-09-14,122500.0,122500.0,0.0,2023-08-12,2023-08-12,True
recent90,request_17,INR,407561.87,2026-03-14,241461.87,243849.58,-2387.71,2026-04-15,2026-03-15,False
recent90,request_18,EUR,1941.77,2026-07-14,541.77,462.0,79.77,2026-09-15,2026-09-15,True
recent90,request_19,INR,118549.73,2024-09-14,25749.73,28820.0,-3070.27,2024-09-15,2024-09-15,True
recent90,request_20,INR,73139.79,2026-02-13,8639.79,5400.0,3239.79,,,True
recent90,request_21,USD,3477.54,2026-04-12,1574.4,1543.35,31.05,2026-04-03,2026-04-15,False
recent90,request_22,EUR,964.63,2024-12-14,464.63,475.46,-10.83,2025-01-15,2025-01-15,True
recent90,request_23,ZAR,35402.28,2025-05-14,8402.28,9152.0,-749.72,2025-07-15,2025-07-15,True
recent90,request_24,INR,64656.49,2026-01-13,13656.49,13420.0,236.49,,,True
recent90,request_25,IDR,23736389.79,2024-03-14,357289.79,1425000.0,-1067710.21,,,True
trimmed_mean,request_01,ZAR,48257.43,2024-03-13,25256.0,25256.0,0.0,2024-03-03,2024-03-03,True
trimmed_mean,request_02,IDR,47463403.59,2025-08-13,18305003.59,17229139.2,1075864.39,2025-09-15,2025-09-15,True
trimmed_mean,request_03,IDR,3638722.37,2019-09-14,970022.37,873000.0,97022.37,2019-11-15,2019-11-15,True
trimmed_mean,request_04,IDR,41244838.26,2024-06-13,10558238.26,8401800.0,2156438.26,2024-06-15,2024-06-15,True
trimmed_mean,request_05,ZAR,8362.32,2026-02-03,0,737.0,-737.0,,,True
trimmed_mean,request_06,EUR,1322.35,2026-01-13,522.35,603.3,-80.95,2026-01-15,2026-01-15,True
trimmed_mean,request_07,INR,179056.47,2024-09-20,86056.47,87170.56,-1114.09,2024-10-23,2024-10-23,True
trimmed_mean,request_08,EUR,1086.66,2025-02-13,286.66,284.57,2.09,,2025-04-15,False
trimmed_mean,request_09,EUR,837.73,2026-09-25,166.61,166.61,0.0,2026-07-04,2026-07-04,True
trimmed_mean,request_10,INR,187135.61,2025-03-03,0,12700.0,-12700.0,,,True
trimmed_mean,request_11,IDR,46384713.55,2025-05-14,12244113.55,12510645.0,-266531.45,2025-05-15,2025-07-15,False
trimmed_mean,request_12,ZAR,103158.66,2026-07-01,59958.66,65164.0,-5205.34,,2026-04-05,False
trimmed_mean,request_13,EUR,1800.08,2024-05-14,500.08,433.4,66.68,,2024-05-15,False
trimmed_mean,request_14,EUR,2820.56,2025-08-14,620.56,597.74,22.82,,,True
trimmed_mean,request_15,EUR,1207.47,2026-01-14,7.47,83.05,-75.58,,,True
trimmed_mean,request_16,INR,261419.65,2023-09-14,122500.0,122500.0,0.0,2023-08-12,2023-08-12,True
trimmed_mean,request_17,INR,408937.58,2026-03-14,242837.58,243849.58,-1012.0,2026-04-15,2026-03-15,False
trimmed_mean,request_18,EUR,1946.22,2026-07-14,546.22,462.0,84.22,2026-09-15,2026-09-15,True
trimmed_mean,request_19,INR,118067.91,2024-09-14,25267.91,28820.0,-3552.09,2024-09-15,2024-09-15,True
trimmed_mean,request_20,INR,73331.24,2026-02-13,8831.24,5400.0,3431.24,,,True
trimmed_mean,request_21,USD,3474.31,2026-04-12,1574.4,1543.35,31.05,2026-04-03,2026-04-15,False
trimmed_mean,request_22,EUR,964.55,2024-12-14,464.55,475.46,-10.91,2025-01-15,2025-01-15,True
trimmed_mean,request_23,ZAR,35368.74,2025-05-14,8368.74,9152.0,-783.26,2025-07-15,2025-07-15,True
trimmed_mean,request_24,INR,64578.12,2026-01-13,13578.12,13420.0,158.12,,,True
trimmed_mean,request_25,IDR,23724904.49,2024-03-14,345804.49,1425000.0,-1079195.51,,,True
p75,request_01,ZAR,47905.01,2024-03-13,25256.0,25256.0,0.0,2024-03-03,2024-03-03,True
p75,request_02,IDR,46932283.29,2025-08-13,17773883.29,17229139.2,544744.09,2025-09-15,2025-09-15,True
p75,request_03,IDR,3568103.55,2019-09-14,899403.55,873000.0,26403.55,2019-11-15,2019-11-15,True
p75,request_04,IDR,40561838.68,2024-06-13,9875238.68,8401800.0,1473438.68,2024-06-15,2024-06-15,True
p75,request_05,ZAR,6816.26,2026-02-03,0,737.0,-737.0,,,True
p75,request_06,EUR,1292.19,2026-01-13,492.19,603.3,-111.11,2026-03-15,2026-01-15,False
p75,request_07,INR,176972.76,2024-09-20,83972.76,87170.56,-3197.8,2024-11-23,2024-10-23,False
p75,request_08,EUR,1065.96,2025-02-13,265.96,284.57,-18.61,,2025-04-15,False
p75,request_09,EUR,748.71,2026-09-25,148.71,166.61,-17.9,,2026-07-04,False
p75,request_10,INR,156296.54,2025-03-03,0,12700.0,-12700.0,,,True
p75,request_11,IDR,45626562.32,2025-05-14,11485962.32,12510645.0,-1024682.68,2025-05-15,2025-07-15,False
p75,request_12,ZAR,98371.93,2026-07-01,55171.93,65164.0,-9992.07,,2026-04-05,False
p75,request_13,EUR,1552.56,2024-05-14,252.56,433.4,-180.84,,2024-05-15,False
p75,request_14,EUR,2780.8,2025-08-14,580.8,597.74,-16.94,,,True
p75,request_15,EUR,1174.32,2026-01-14,0,83.05,-83.05,,,True
p75,request_16,INR,244034.17,2023-10-13,121634.17,122500.0,-865.83,2023-10-15,2023-08-12,False
p75,request_17,INR,403814.82,2026-03-14,237714.82,243849.58,-6134.76,2026-04-15,2026-03-15,False
p75,request_18,EUR,1908.92,2026-07-14,508.92,462.0,46.92,2026-09-15,2026-09-15,True
p75,request_19,INR,115809.93,2024-09-14,23009.93,28820.0,-5810.07,2024-09-15,2024-09-15,True
p75,request_20,INR,72116.32,2026-02-13,7616.32,5400.0,2216.32,,,True
p75,request_21,USD,3454.63,2026-04-12,1574.4,1543.35,31.05,2026-04-03,2026-04-15,False
p75,request_22,EUR,952.51,2024-12-14,452.51,475.46,-22.95,2025-02-15,2025-01-15,False
p75,request_23,ZAR,34649.39,2025-05-14,7649.39,9152.0,-1502.61,,2025-07-15,False
p75,request_24,INR,63602.75,2026-01-13,12602.75,13420.0,-817.25,,,True
p75,request_25,IDR,23197019.69,2024-03-14,0,1425000.0,-1425000.0,,,True
last,request_01,ZAR,48156.92,2024-03-13,25256.0,25256.0,0.0,2024-03-03,2024-03-03,True
