request_id,category,n,mean,median,trimmed,winsor,sig2,relative_sig2_move,cv,first_half_mean,second_half_mean,half_drift
request_05,utilities,5,686.706,706.37,692.83,690.122,690.0,0.004796812609763105,0.07382837140686568,631.28,723.6566666666666,0.13452142061765393
request_05,healthcare,5,699.008,721.44,695.0600000000001,689.784,700.0,0.0014191540010986452,0.07811490730011002,709.3199999999999,692.1333333333333,-0.024587224562045942
request_05,shopping,5,397.85,404.24,401.49666666666667,400.948,400.0,0.005404046751288117,0.059063335495896076,392.09000000000003,401.69,0.02412969712203083
request_05,groceries,26,721.7042307692308,741.5799999999999,736.886875,737.2323076923077,720.0,-0.0023613977812133873,0.13652028601280108,722.9515384615385,720.4569230769231,-0.0034565619519182785
request_05,transport,13,414.34384615384613,411.47,413.9911111111111,416.38,410.0,-0.01048367483713818,0.1468306884178311,430.8233333333333,400.2185714285714,-0.07386319885971794
request_06,utilities,5,55.702,56.71,55.89,55.726,56.0,0.005349897669742591,0.05263538678457101,55.480000000000004,55.85,0.0066424903953178965
request_06,shopping,5,40.998,39.88,40.26,40.336,41.0,4.878286745700874e-05,0.06952515375648204,43.845,39.1,-0.11573735304161173
request_06,entertainment,5,35.014,35.1,34.88,34.836,35.0,-0.000399840063974493,0.07340523465725976,33.6,35.95666666666666,0.06730641076902559
request_06,groceries,18,45.07833333333333,47.269999999999996,46.315,45.135,45.0,-0.0017377158280031015,0.16409049378398818,47.093333333333334,43.06333333333333,-0.08939993344918108
request_06,transport,35,26.976,27.8,27.248571428571427,26.999142857142857,27.0,0.0008896797153025249,0.14035765842582365,26.729411764705883,27.20888888888889,0.017774211305716426
request_06,dining,25,45.8788,46.84,45.874,45.7504,46.0,0.0026417430272806124,0.16432576871693685,45.130833333333335,46.56923076923077,0.031352115484656
request_07,utilities,5,6789.444,7049.68,6826.1866666666665,6781.488,6800.0,0.0015547664875061322,0.07925827125194401,7134.495000000001,6559.41,-0.08470281218903947
request_07,groceries,13,7116.46,7280.22,7164.027777777778,7112.1053846153845,7100.0,-0.002312947729629624,0.1282469282450792,7205.955,7039.75,-0.02335501077783054
request_07,transport,9,3220.133333333333,3145.62,3245.592857142857,3249.4366666666665,3200.0,-0.006252329096103643,0.1459296367734438,3261.9375,3186.69,-0.023367821208231526
request_07,dining,9,5927.314444444444,6313.91,5998.284285714286,5910.501111111111,5900.0,-0.004608232733467604,0.16106943627098994,6010.825,5860.505999999999,-0.025360388993853948
request_08,utilities,6,76.82833333333333,79.87,77.48,76.68333333333334,77.0,0.002234418725730527,0.07453991585358437,76.17666666666666,77.48,0.016964227607002735
request_08,groceries,26,59.04153846153846,54.685,57.509375,58.52884615384615,59.0,-0.000703546394976101,0.17629335534658813,59.67153846153846,58.41153846153846,-0.021340907314276746
request_08,transport,26,37.487692307692306,37.31,37.673125,37.581538461538464,37.0,-0.013009397956252272,0.14985722623882852,38.21692307692308,36.75846153846154,-0.03890507653794075
request_08,dining,13,50.84307692307692,49.45,50.72555555555555,51.06384615384615,51.0,0.003086419753086451,0.12196651640154593,51.513333333333335,50.26857142857143,-0.02448242671554226
request_09,utilities,5,64.362,63.66,63.79333333333334,63.82,64.0,-0.005624436779466064,0.0652092979386737,63.115,65.19333333333333,0.03229131060770837
request_09,shopping,5,26.632,25.52,26.446666666666665,26.632,27.0,0.01381796335235801,0.06604254564473933,27.32,26.173333333333332,-0.04305597276459403
request_09,groceries,18,44.56722222222222,46.965,44.968333333333334,44.660555555555554,45.0,0.0097106742623503,0.1635712107459797,45.21222222222222,43.922222222222224,-0.028945039328854023
request_09,transport,9,24.114444444444445,24.59,24.585714285714285,24.275555555555556,24.0,-0.0047458876652997336,0.16109892991526828,21.635,26.098,0.18507579597290685
request_09,dining,9,30.297777777777778,29.97,30.53857142857143,30.665555555555557,30.0,-0.009828370250843491,0.1183230191116609,32.205,28.772000000000002,-0.11330864016429502
request_10,utilities,5,17103.95,17538.11,17019.326666666668,16915.57,17000.0,-0.006077543491415768,0.08453983907431521,18381.47,16252.27,-0.12448586437635754
request_10,entertainment,5,4645.192,4700.56,4658.5233333333335,4650.116,4600.0,-0.0097287690153604,0.040048743574144105,4637.505,4650.316666666667,0.002758048895861893
request_10,groceries,26,10776.071923076923,10635.759999999998,10859.49625,10837.459230769231,11000.0,0.020780120856797177,0.14155300073919266,11040.145384615384,10511.998461538462,-0.04901107999714597
request_10,transport,25,5982.7904,5776.08,5991.724,5956.9684,6000.0,0.002876517285312241,0.16388393196647402,6232.8825,5751.9361538461535,-0.08038829943864426
request_10,dining,13,8837.76846153846,8813.96,8969.083333333334,9029.934615384615,8800.0,-0.004273529194935017,0.1351758222891744,8711.143333333333,8946.304285714286,0.026608634680164115
request_11,utilities,5,2720215.108,2796165.18,2732032.4333333336,2719205.884,2700000.0,-0.007431437293524512,0.06813543223522693,2903731.1399999997,2597871.086666667,-0.11243965686162669
request_11,healthcare,5,2943993.422,2973572.96,2972854.7333333334,2972711.088,2900000.0,-0.014943451188186721,0.06604488191191772,2876926.965,2988704.393333333,0.0379679613065838
request_11,entertainment,5,1600926.754,1649906.5,1637273.9433333334,1634747.432,1600000.0,-0.0005788859469581687,0.06505880632867526,1546405.97,1637273.9433333334,0.05675960696283884
request_11,groceries,18,1421333.1616666666,1400963.33,1433524.7566666666,1433475.2177777777,1400000.0,-0.01500926189722555,0.1550740646732962,1464880.2744444446,1377786.048888889,-0.061276432510325926
request_11,transport,13,1088014.1376923076,1185524.72,1113207.8511111112,1089096.6461538463,1100000.0,0.011016274414516879,0.16997747195821164,1042960.5916666667,1126631.4628571428,0.07690237497092009
request_11,dining,9,1350022.5477777778,1365643.7,1347711.68,1334976.5866666667,1400000.0,0.03701971667398316,0.16145748965657378,1432344.4975,1284164.988,-0.10976076639898569
request_12,utilities,5,3509.724,3606.2,3562.96,3554.312,3500.0,-0.0027705882285901,0.06890268433606986,3239.135,3690.116666666667,0.12849490919134
request_12,shopping,5,1255.886,1243.49,1236.0066666666667,1234.51,1300.0,0.035125799634680245,0.06429381307260806,1255.58,1256.09,0.0004060878137028289
request_12,groceries,18,2134.8883333333333,2281.5550000000003,2166.3025000000002,2127.55,2100.0,-0.016341994468094735,0.17283134299390343,2206.641111111111,2063.1355555555556,-0.06721923264786939
request_12,transport,9,1436.23,1355.85,1423.2985714285714,1434.2822222222221,1400.0,-0.025225764675574257,0.1314491409950803,1305.87,1540.518,0.1633777319788614
request_12,dining,9,2257.5988888888887,2344.45,2277.7285714285713,2271.3088888888888,2300.0,0.0187815077867883,0.11993267992987834,2391.5950000000003,2150.402,-0.1068360731337474
request_13,utilities,6,143.66166666666666,143.545,141.9175,141.375,140.0,-0.025488126036869,0.07007514525343148,150.83,136.49333333333334,-0.09979465642655781
request_13,entertainment,5,32.96,31.8,32.17,32.244,33.0,0.0012135922330096828,0.08301959963499865,32.355,33.36333333333333,0.03059263754045306
request_13,groceries,26,99.66038461538461,100.05,99.3775,99.83423076923077,100.0,0.00340772701135009,0.13510240212964003,103.42615384615385,95.89461538461538,-0.07557203888590881
request_13,transport,26,44.825,45.33,44.735,44.01384615384615,45.0,0.0039040713887339017,0.17290591856644738,43.246153846153845,46.40384615384615,0.07044489253078211
request_13,dining,13,64.27384615384615,62.71,64.32222222222222,64.43538461538462,64.0,-0.00426061563502317,0.1588863006333007,70.205,59.190000000000005,-0.17137608310594082
request_14,utilities,5,148.218,146.41,147.85,148.138,150.0,0.012022831235072737,0.03857234651793149,148.77,147.85,-0.0062070733649085535
request_14,healthcare,5,91.902,92.08,92.16666666666667,92.184,92.0,0.001066353289373452,0.025651978557602078,92.36500000000001,91.59333333333333,-0.008396625390814948
request_14,shopping,5,129.47,123.77,127.97333333333333,128.814,130.0,0.0040936124198656144,0.05887918910088633,130.035,129.09333333333333,-0.0072732421925284845
request_14,groceries,26,104.7973076923077,99.005,101.82625,103.84884615384615,100.0,-0.04577701276823763,0.16705369305081058,102.48923076923077,107.10538461538462,0.044048401125983155
request_14,transport,13,51.06230769230769,52.26,51.35777777777778,50.996923076923075,51.0,-0.0012202286798933142,0.1314412989960222,50.04833333333333,51.93142857142857,0.03687838100546554
request_15,utilities,5,86.394,85.91,85.82,85.80199999999999,86.0,-0.004560501886705158,0.026326738505894967,85.015,87.31333333333333,0.02660292767244637
request_15,groceries,25,60.1084,62.21,60.12133333333333,60.0568,60.0,-0.0018034085086277984,0.14312704078643432,62.30583333333333,58.08,-0.0703035404923993
request_15,transport,25,31.7572,30.31,31.177333333333333,31.3744,32.0,0.007645510309473096,0.16705451104102853,31.794166666666666,31.723076923076924,-0.002238539404914209
request_15,dining,13,40.83538461538461,38.56,40.156666666666666,40.53,41.0,0.0040311946652602255,0.1726327947135623,42.416666666666664,39.48,-0.07191475467480443
request_16,utilities,6,10407.431666666667,10299.645,10382.2625,10409.801666666666,10000.0,-0.03914814718136517,0.07265649261079844,10505.376666666667,10309.486666666668,-0.01882212694486418
request_16,shopping,6,9179.843333333332,9096.16,9121.5075,9129.956666666667,9200.0,0.002195752796071792,0.07117636465845169,8892.843333333332,9466.843333333332,0.06252830022879839
request_16,groceries,26,7060.631538461538,6843.6900000000005,6995.60875,7003.003461538461,7100.0,0.005575770570098312,0.18339464061410943,7202.482307692308,6918.78076923077,-0.04018075959864554
request_16,transport,26,4419.413461538462,4432.915,4464.970625,4435.36076923077,4400.0,-0.004392768793283211,0.15450134104703708,4334.864615384616,4503.962307692308,0.0382624739186152
request_16,dining,13,5302.319230769231,5461.61,5438.344444444444,5422.526153846154,5300.0,-0.00043739930930077373,0.14087158287589152,5431.998333333333,5191.165714285715,-0.045420241325733905
request_17,utilities,5,9538.746,9530.77,9653.35,9677.866,9500.0,-0.004061959507046229,0.06251238130068645,9505.95,9560.61,0.005730312978246811
request_17,groceries,26,9096.698076923078,8677.525000000001,9026.303750000001,9069.142692307692,9100.0,0.00036298039673305103,0.1638724320474733,8601.182307692308,9592.213846153845,0.1089440948881915
request_17,transport,26,5278.039615384615,5403.945,5364.574375,5298.541923076923,5300.0,0.004160708561446585,0.1491246663126285,5198.4353846153845,5357.643846153846,0.030164317273101846
request_17,dining,13,5777.677692307692,5641.06,5816.91,5802.94076923077,5800.0,0.003863543257531879,0.14081270998590448,5323.005,6167.397142857143,0.14614732559092958
request_18,utilities,5,111.266,107.43,110.11333333333333,110.65,110.0,-0.011378138874409121,0.09316030906003933,100.91499999999999,118.16666666666667,0.15504886188653028
request_18,healthcare,5,155.412,152.41,155.0,155.518,160.0,0.029521529868993344,0.04232826390698226,157.14,154.26,-0.01853138753764185
request_18,groceries,18,93.42111111111112,95.32499999999999,95.10916666666667,95.11777777777777,93.0,-0.004507665409912164,0.15944262114369445,93.69111111111111,93.1511111111111,-0.00578027807181348
request_18,transport,13,43.85230769230769,43.81,43.56111111111111,43.879230769230766,44.0,0.0033679483581252286,0.16810005890534313,45.251666666666665,42.652857142857144,-0.05926277681996172
request_18,dining,13,85.63461538461539,82.67,85.6511111111111,85.23384615384614,86.0,0.004266786436110462,0.18431536984478833,85.39833333333334,85.83714285714285,0.005124207329462058
request_19,utilities,5,5955.6359999999995,6029.9,6037.026666666667,6038.451999999999,6000.0,0.007449078486327991,0.03790821697993298,5833.549999999999,6037.026666666667,0.034165396721133966
request_19,healthcare,5,8808.574,8645.36,8695.93,8706.044,8800.0,-0.0009733698099148084,0.05140949285393913,9282.985,8492.300000000001,-0.08976311035134625
request_19,shopping,5,5833.8679999999995,5772.78,5811.8533333333335,5819.668,5800.0,-0.005805410749780332,0.05416130316991305,5947.93,5757.826666666667,-0.03258615610317777
request_19,groceries,25,4772.822,4744.13,4768.096666666666,4762.652,4800.0,0.00569432507644322,0.1630509267342318,4816.6725,4732.344615384615,-0.017668348959040247
request_19,transport,13,3080.13,3054.24,3051.08,3053.4984615384615,3100.0,0.0064510264177161,0.13851671621259598,3292.1133333333332,2898.43,-0.12781386932802621
request_20,utilities,6,7665.158333333333,7777.08,7770.895,7768.833333333333,7700.0,0.004545459487138294,0.052111823136740246,7940.24,7390.076666666667,-0.07177455564627384
request_20,healthcare,5,6336.846,6505.49,6374.056666666666,6347.77,6300.0,-0.005814564532576546,0.05216812694614207,6308.34,6355.849999999999,0.007497420641120096
request_20,entertainment,5,2148.272,2115.92,2164.246666666667,2173.9120000000003,2100.0,-0.022470152755330767,0.05995238291271579,2289.215,2054.31,-0.10934602322238535
request_20,groceries,18,3700.527222222222,3713.325,3645.8058333333333,3626.6955555555555,3700.0,-0.000142472191274789,0.1554904953829331,3655.298888888889,3745.7555555555555,0.02444426462355434
request_20,transport,13,2674.673846153846,2632.0,2696.6355555555556,2688.6492307692306,2700.0,0.009468875572463753,0.14999608377727697,2392.7883333333334,2916.29,0.19572542178159652
request_20,dining,9,3423.791111111111,3352.75,3410.8542857142857,3444.866666666667,3400.0,-0.006948762450461034,0.16285459689917506,3465.375,3390.524,-0.021862022994653132
request_21,utilities,5,121.176,122.18,122.16333333333334,122.16,120.0,-0.00970489205783325,0.0262699304781521,119.515,122.28333333333333,0.02284555797627691
request_21,shopping,5,122.414,120.74,120.99333333333333,121.044,120.0,-0.01971996667047888,0.05500390197379862,124.62,120.94333333333333,-0.030034691021179574
request_21,groceries,18,83.62833333333333,81.85,82.88916666666667,83.34777777777778,84.0,0.004444267293780055,0.15460201630514273,87.66777777777779,79.58888888888889,-0.09660468607795084
request_21,transport,9,41.20333333333333,38.96,40.86142857142857,41.172222222222224,41.0,-0.004934875819108482,0.15602880689503262,40.167500000000004,42.032000000000004,0.04525119326915297
request_21,dining,9,83.43555555555555,85.96,84.30142857142857,84.08666666666667,83.0,-0.005220263143876809,0.16572723903346034,74.2125,90.814,0.1989739253182761
request_22,utilities,5,30.56,31.52,30.576666666666668,30.388,31.0,0.014397905759162347,0.0847180745041654,33.129999999999995,28.846666666666668,-0.14016143106457227
request_22,entertainment,5,20.866,20.43,20.7,20.754,21.0,0.006421930413112256,0.07617887297659906,19.29,21.916666666666668,0.12588261605802112
request_22,groceries,26,23.953846153846154,23.43,23.89,23.968846153846155,24.0,0.0019267822736030759,0.14677194322252465,23.89846153846154,24.00923076923077,0.004624277456647323
request_22,transport,25,13.1328,12.7,13.195333333333334,13.1912,13.0,-0.010112085769980475,0.16896918909805145,12.3075,13.894615384615385,0.1208512567476384
request_22,dining,13,16.072307692307692,15.84,16.04111111111111,16.04692307692308,16.0,-0.00449889920551355,0.15737230106564548,15.933333333333334,16.19142857142857,0.01605838085210146
request_23,utilities,5,2754.386,2813.94,2790.6466666666665,2785.988,2800.0,0.016560496604324897,0.057000969327040935,2681.085,2803.2533333333336,0.04435410771523437
request_23,healthcare,5,1361.55,1341.05,1350.0533333333333,1351.854,1400.0,0.028239873673386984,0.03230278885878018,1336.135,1378.4933333333333,0.0311103766540585
request_23,shopping,5,1315.734,1281.33,1316.7033333333334,1323.778,1300.0,-0.011958344163789889,0.04972069110173056,1337.8600000000001,1300.9833333333333,-0.028027448303887245
request_23,groceries,25,1732.476,1706.85,1715.3266666666666,1728.518,1700.0,-0.01874542562205774,0.17386043810809093,1782.9325000000001,1685.9007692307691,-0.056007546868892255
request_23,transport,13,888.4353846153846,896.02,879.3655555555556,884.83,890.0,0.0017610908026730212,0.15405723722940862,855.0016666666667,917.0928571428572,0.06988824573108442
request_24,utilities,5,3303.908,3335.41,3326.41,3324.6099999999997,3300.0,-0.0011828416529757796,0.04676732580130282,3137.965,3414.5366666666664,0.08371046247857576
request_24,shopping,5,2513.652,2514.9,2496.2400000000002,2492.5080000000003,2500.0,-0.00543114162183152,0.04151516853219791,2462.36,2547.846666666667,0.03400895058928868
request_24,entertainment,5,1930.696,1896.25,1894.3366666666666,1893.954,1900.0,-0.015898929712393827,0.05172766864540768,1997.6599999999999,1886.0533333333333,-0.05780644216731509
request_24,groceries,18,2290.4344444444446,2248.73,2257.3,2272.815,2300.0,0.004176306193245181,0.13212358786496134,2439.7244444444445,2141.1444444444446,-0.13035954847964307
request_24,transport,36,1358.9916666666668,1330.325,1350.7040909090908,1351.9061111111112,1400.0,0.03017555908486062,0.1605981261415526,1362.6072222222222,1355.3761111111112,-0.005320938522638213
request_24,dining,26,1854.0361538461539,1902.5300000000002,1896.190625,1868.1192307692309,1900.0,0.024791235089183794,0.1626847822636223,1914.906923076923,1793.1653846153847,-0.06566297976929328
request_25,utilities,5,1323654.72,1338903.44,1338388.24,1338285.2,1300000.0,-0.017870763154910953,0.04955455928726611,1370054.325,1292721.65,-0.058423600831491805
request_25,shopping,5,1059028.742,1054608.5,1052695.4866666666,1052312.884,1100000.0,0.03868757888725924,0.0683801694953709,1010697.23,1091249.75,0.07606263815642504
request_25,entertainment,5,459592.418,451681.59,459176.7366666667,460675.766,460000.0,0.0008868336030730491,0.07976654629293578,433708.05000000005,476848.66333333333,0.09386711278020536
request_25,groceries,18,1199174.795,1231722.845,1206452.6533333333,1199721.8022222223,1200000.0,0.0006881440499256612,0.18812150232216934,1213728.348888889,1184621.2411111111,-0.02427261471733804
request_25,transport,36,592511.1469444444,585491.54,593300.7913636364,596322.2163888889,590000.0,-0.004238142957131314,0.15859160858433902,573580.7833333333,611441.5105555556,0.06389875940303986
request_25,dining,25,1034677.3864,1051249.87,1041790.8026666667,1038032.8156000001,1000000.0,-0.03351516797004191,0.14701522090017197,1036913.0425,1032613.7038461538,-0.00415524559670243
