request_id,category,variable,forecast_amount,count_to_min,debits_to_min,required_amount_at_original_min,required_pct_change,global_single_category_solution,new_min_date,identifiable
request_05,utilities,True,686.71,3,2060.13,-1067.24,-255.41349332323685,,,False
request_05,healthcare,True,699.01,3,2097.03,-1054.94,-250.91915709360384,,,False
request_05,debt_repayment,False,968.0,3,2904.0,-785.95,-181.1931818181818,,,False
request_05,groceries,True,721.7,13,9382.1,316.9423,-56.08392577354749,316.9419,2026-02-03,False
request_05,transport,True,414.34,6,2486.04,-462.635,-211.65588647004876,,,False
request_05,shopping,True,397.85,3,1193.55,-1356.1,-440.85710694985545,,,False
request_05,cloud_storage,False,113.3,3,339.9,-1640.65,-1548.0582524271845,,,False
request_05,family_support,False,840.4,3,2521.2,-913.55,-208.70418848167543,,,False
request_05,rent,False,4972.0,3,14916.0,3218.05,-35.27654867256637,3218.0483,2026-02-03,False
request_06,rent,False,254.1,1,254.1,174.62,-31.27902400629674,174.615,2026-01-13,False
request_06,transport,True,26.98,3,80.94,0.4867,-98.19619471213247,0.485,2026-01-13,False
request_06,dining,True,45.88,2,91.76,6.14,-86.61726242371405,6.1375,2026-01-13,False
request_06,utilities,True,55.7,1,55.7,-23.78,-142.6929982046679,,,False
request_06,groceries,True,45.08,1,45.08,-34.4,-176.3087843833186,,,False
request_06,insurance,False,26.0,1,26.0,-53.48,-305.69230769230774,,,False
request_06,streaming,False,19.0,1,19.0,-60.48,-418.31578947368433,,,False
request_06,shopping,True,41.0,1,41.0,-38.48,-193.8536585365854,,,False
request_06,cloud_storage,False,5.0,1,5.0,-74.48,-1589.6000000000004,,,False
request_07,utilities,True,6789.44,1,6789.44,5856.1,-13.746936418909314,5856.095,2024-09-20,False
request_07,groceries,True,7116.46,1,7116.46,6183.12,-13.115228638958085,6183.115,2024-09-20,False
request_07,debt_repayment,False,15650.0,1,15650.0,14716.66,-5.963833865814674,14716.655,2024-09-20,False
request_07,music_subscription,False,1005.0,1,1005.0,71.66,-92.86965174129318,71.655,2024-09-20,False
request_07,dining,True,5927.31,1,5927.31,4993.97,-15.746434723339869,4993.965,2024-09-20,False
request_07,transport,True,3220.13,1,3220.13,2286.79,-28.98454410225663,2286.785,2024-09-20,False
request_08,education,False,89.0,1,89.0,89.63,0.7078651685394485,89.625,2025-02-13,False
request_08,debt_repayment,False,177.0,1,177.0,177.63,0.3559322033898922,177.625,2025-02-13,False
request_08,music_subscription,False,14.0,1,14.0,14.63,4.50000000000078,14.625,2025-02-13,False
request_08,groceries,True,59.04,1,59.04,59.67,1.0670731707318921,59.665,2025-02-13,False
request_08,transport,True,37.49,1,37.49,38.12,1.6804481194988241,38.115,2025-02-13,False
request_08,delivery_membership,False,24.0,1,24.0,24.63,2.6250000000004547,24.625,2025-02-13,False
request_08,dining,True,50.84,1,50.84,51.47,1.2391817466563908,51.465,2025-02-13,False
request_10,transport,True,5982.79,13,77776.27,2192.5477,-63.352420989075455,2192.5473,2025-03-03,False
request_10,utilities,True,17103.95,3,51311.85,679.5667,-96.02684370179595,679.565,2025-03-03,False
request_10,gym,False,4860.0,3,14580.0,-11564.3833,-337.95027434842245,,,False
request_10,groceries,True,10776.07,12,129312.84,6669.9742,-38.10383408175089,6669.9737,2025-03-03,False
request_10,music_subscription,False,2800.0,3,8400.0,-13624.3833,-586.585119047619,,,False
request_10,dining,True,8837.77,6,53026.62,625.5783,-92.92153639059022,625.5775,2025-03-03,False
request_10,delivery_membership,False,1895.0,3,5685.0,-14529.3833,-866.7220756376429,,,False
request_10,entertainment,True,4645.19,3,13935.57,-11779.1933,-353.57828922677726,,,False
request_10,rent,False,69100.0,3,207300.0,52675.6167,-23.769006271104676,52675.615,2025-03-03,False
request_11,housing,False,2954500.0,1,2954500.0,2763721.62,-6.457213741749963,2763721.615,2025-05-14,False
request_11,utilities,True,2720215.11,1,2720215.11,2529436.73,-7.013356381216583,2529436.725,2025-05-14,False
request_11,groceries,True,1421333.16,1,1421333.16,1230554.78,-13.422495539328914,1230554.775,2025-05-14,False
request_11,insurance,False,1881000.0,1,1881000.0,1690221.62,-10.142391281233529,1690221.615,2025-05-14,False
request_11,education,False,2544100.0,1,2544100.0,2353321.62,-7.49885539090455,2353321.615,2025-05-14,False
request_11,transport,True,1088014.14,1,1088014.14,897235.76,-17.534549688848962,897235.755,2025-05-14,False
request_11,healthcare,True,2943993.42,1,2943993.42,2753215.04,-6.4802583695993015,2753215.035,2025-05-14,False
request_11,dining,True,1350022.55,1,1350022.55,1159244.17,-14.131495803533259,1159244.165,2025-05-14,False
request_11,cloud_storage,False,168150.0,1,168150.0,-22628.38,-113.45725840023948,,,False
request_13,gym,False,61.0,3,183.0,80.1267,31.355191256830533,80.125,2024-05-14,False
request_13,music_subscription,False,29.0,3,87.0,48.1267,65.95402298850561,48.125,2024-05-14,False
request_13,groceries,True,99.66,10,996.6,105.398,5.757575757575745,105.3975,2024-05-14,False
request_13,transport,True,44.83,9,403.47,51.2056,14.221627382457156,51.205,2024-05-14,False
request_13,delivery_membership,False,21.0,3,63.0,40.1267,91.07936507936488,40.125,2024-05-14,False
request_13,dining,True,64.27,5,321.35,75.746,17.855920336082118,75.745,2024-05-14,False
request_13,entertainment,True,32.96,3,98.88,52.0867,58.02993527508078,52.085,2024-05-14,False
request_13,rent,False,622.6,2,1245.2,651.29,4.608095085126878,651.2875,2024-05-14,False
request_13,utilities,True,143.66,2,287.32,172.35,19.970764304608064,172.3475,2024-05-14,False
request_14,utilities,True,148.22,1,148.22,166.77,12.515180137633369,166.765,2025-08-14,False
request_14,groceries,True,104.8,1,104.8,123.35,17.700381679389487,123.345,2025-08-14,False
request_14,healthcare,True,91.9,1,91.9,110.45,20.18498367791097,110.445,2025-08-14,False
request_14,transport,True,51.06,1,51.06,69.61,36.32980806893886,69.605,2025-08-14,False
request_14,debt_repayment,False,350.0,1,350.0,368.55,5.300000000000052,368.545,2025-08-14,False
request_14,shopping,True,129.47,1,129.47,148.02,14.327643469529761,148.015,2025-08-14,False
request_14,cloud_storage,False,14.0,1,14.0,32.55,132.5000000000013,32.545,2025-08-14,False
request_14,family_support,False,226.0,1,226.0,244.55,8.207964601769993,244.545,2025-08-14,False
request_15,groceries,True,60.11,2,120.22,21.125,-64.85609715521547,21.1225,2026-01-14,False
request_15,transport,True,31.76,2,63.52,-7.225,-122.74874055415621,,,False
request_15,utilities,True,86.39,1,86.39,8.42,-90.2535015626809,8.415,2026-01-14,False
request_15,education,False,159.0,1,159.0,81.03,-49.03773584905662,81.025,2026-01-14,False
request_15,dining,True,40.84,1,40.84,-37.13,-190.91576885406468,,,False
request_15,debt_repayment,False,84.0,1,84.0,6.03,-92.8214285714286,6.025,2026-01-14,False
request_15,music_subscription,False,11.0,1,11.0,-66.97,-708.8181818181821,,,False
request_17,rent,False,49600.0,1,49600.0,48774.09,-1.6651411290322062,48774.095,2026-03-14,False
request_17,utilities,True,9538.75,1,9538.75,8712.84,-8.658472022015195,8712.845,2026-03-14,False
request_17,groceries,True,9096.7,2,18193.4,8683.745,-4.539613266349194,8683.7475,2026-03-14,False
request_17,transport,True,5278.04,2,10556.08,4865.085,-7.8240217959694744,4865.0875,2026-03-14,False
request_17,education,False,13660.0,1,13660.0,12834.09,-6.046193265007133,12834.095,2026-03-14,False
request_17,dining,True,5777.68,1,5777.68,4951.77,-14.294838066489913,4951.775,2026-03-14,False
request_17,debt_repayment,False,30200.0,1,30200.0,29374.09,-2.7348013245032265,29374.095,2026-03-14,False
request_17,music_subscription,False,2055.0,1,2055.0,1229.09,-40.19026763990143,1229.095,2026-03-14,False
request_17,delivery_membership,False,1675.0,1,1675.0,849.09,-49.30805970149101,849.095,2026-03-14,False
request_18,utilities,True,111.27,1,111.27,195.32,75.53698211557469,195.315,2026-07-14,False
request_18,insurance,False,68.0,1,68.0,152.05,123.60294117647052,152.045,2026-07-14,False
request_18,streaming,False,68.0,1,68.0,152.05,123.60294117647052,152.045,2026-07-14,False
request_18,healthcare,True,155.41,1,155.41,239.46,54.08274885785983,239.455,2026-07-14,False
request_18,groceries,True,93.42,1,93.42,177.47,89.97002783129946,177.465,2026-07-14,False
request_18,transport,True,43.85,1,43.85,127.9,191.67616875712645,127.895,2026-07-14,False
request_19,rent,False,36100.0,1,36100.0,32456.15,-10.093767313019407,32456.145,2024-09-14,False
request_19,groceries,True,4772.82,2,9545.64,2950.895,-38.172925021266316,2950.8925,2024-09-14,False
request_19,utilities,True,5955.64,1,5955.64,2311.79,-61.183180984747324,2311.785,2024-09-14,False
request_19,healthcare,True,8808.57,1,8808.57,5164.72,-41.36710044876757,5164.715,2024-09-14,False
request_19,transport,True,3080.13,1,3080.13,-563.72,-118.3018249229742,,,False
request_19,debt_repayment,False,11850.0,1,11850.0,8206.15,-30.74978902953591,8206.145,2024-09-14,False
request_19,shopping,True,5833.87,1,5833.87,2190.02,-62.46025365666369,2190.015,2024-09-14,False
request_19,cloud_storage,False,395.0,1,395.0,-3248.85,-922.4936708860774,,,False
request_20,education,False,8740.0,1,8740.0,12191.68,39.492906178489626,12191.675,2026-02-13,False
request_20,healthcare,True,6336.85,1,6336.85,9788.53,54.46996536133872,9788.525,2026-02-13,False
request_20,groceries,True,3700.53,1,3700.53,7152.21,93.27528759393905,7152.205,2026-02-13,False
request_20,cloud_storage,False,365.0,1,365.0,3816.68,945.6657534246556,3816.675,2026-02-13,False
request_20,transport,True,2674.67,1,2674.67,6126.35,129.05068662676115,6126.345,2026-02-13,False
request_20,entertainment,True,2148.27,1,2148.27,5599.95,160.6725411610269,5599.945,2026-02-13,False
request_21,utilities,True,121.18,1,121.18,250.96,107.09688067337862,250.955,2026-04-12,False
request_21,groceries,True,83.63,1,83.63,213.41,155.1835465741961,213.405,2026-04-12,False
request_21,streaming,False,47.0,1,47.0,176.78,276.1276595744685,176.775,2026-04-12,False
request_21,shopping,True,122.41,1,122.41,252.19,106.02074993873065,252.185,2026-04-12,False
request_21,cloud_storage,False,11.0,1,11.0,140.78,1179.8181818181836,140.775,2026-04-12,False
request_22,transport,True,13.13,2,26.26,7.71,-41.279512566641394,7.7075,2024-12-14,False
request_22,utilities,True,30.56,1,30.56,19.72,-35.47120418848178,19.715,2024-12-14,False
request_22,groceries,True,23.95,1,23.95,13.11,-45.26096033402936,13.105,2024-12-14,False
request_22,gym,False,17.0,1,17.0,6.16,-63.76470588235313,6.155,2024-12-14,False
request_22,music_subscription,False,6.0,1,6.0,-4.84,-180.6666666666672,,,False
request_22,dining,True,16.07,1,16.07,5.23,-67.45488487865607,5.225,2024-12-14,False
request_22,delivery_membership,False,5.0,1,5.0,-5.84,-216.80000000000064,,,False
request_23,groceries,True,1732.48,2,3464.96,1336.565,-22.852500461765842,1336.5625,2025-05-14,False
request_23,utilities,True,2754.39,1,2754.39,1962.56,-28.747926038070197,1962.555,2025-05-14,False
request_23,healthcare,True,1361.55,1,1361.55,569.72,-58.156512797914274,569.715,2025-05-14,False
request_23,debt_repayment,False,5852.0,1,5852.0,5060.17,-13.5309295967191,5060.165,2025-05-14,False
request_23,shopping,True,1315.73,1,1315.73,523.9,-60.181800217369954,523.895,2025-05-14,False
request_23,cloud_storage,False,295.9,1,295.9,-495.93,-267.60054072321793,,,False
request_24,utilities,True,3303.91,1,3303.91,3423.2,3.61057050585521,3423.195,2026-01-13,False
request_24,insurance,False,2510.0,1,2510.0,2629.29,4.752589641434297,2629.285,2026-01-13,False
request_24,groceries,True,2290.43,1,2290.43,2409.72,5.208192348161737,2409.715,2026-01-13,False
request_24,transport,True,1358.99,2,2717.98,1418.635,4.3889211841147056,1418.6325,2026-01-13,False
request_24,streaming,False,1200.0,1,1200.0,1319.29,9.940833333333405,1319.285,2026-01-13,False
request_24,dining,True,1854.04,1,1854.04,1973.33,6.434057517637207,1973.325,2026-01-13,False
request_24,shopping,True,2513.65,1,2513.65,2632.94,4.745688540568531,2632.935,2026-01-13,False
request_24,cloud_storage,False,355.0,1,355.0,474.29,33.602816901408694,474.285,2026-01-13,False
request_24,entertainment,True,1930.7,1,1930.7,2049.99,6.178588076863359,2049.985,2026-01-13,False
request_25,utilities,True,1323654.72,1,1323654.72,274738.12,-79.243973836319,274738.115,2024-03-14,False
request_25,dining,True,1034677.39,2,2069354.78,510219.09,-50.6880990218604,510219.0875,2024-03-14,False
request_25,insurance,False,904400.0,1,904400.0,-144516.6,-115.97927908005323,,,False
request_25,groceries,True,1199174.79,1,1199174.79,150258.19,-87.46986750780522,150258.185,2024-03-14,False
request_25,streaming,False,573800.0,1,573800.0,-475116.6,-182.8017776228654,,,False
request_25,transport,True,592511.15,1,592511.15,-456405.45,-177.02900612081334,,,False
request_25,shopping,True,1059028.74,1,1059028.74,10112.14,-99.0451496151088,10112.135,2024-03-14,False
request_25,cloud_storage,False,126350.0,1,126350.0,-922566.6,-830.1674713098547,,,False
request_25,entertainment,True,459592.42,1,459592.42,-589324.18,-228.2275673737181,,,False
